Mixture	HCC001	HCC002	HCC003	HCC004	HCC005	HCC006	HCC007	HCC008	HCC009	HCC010	HCC011	HCC012	HCC013	HCC014	HCC015	HCC016	HCC017	HCC018	HCC019	HCC020	HCC021	HCC022	HCC023	HCC024	HCC025	HCC026	HCC027	HCC028	HCC029	HCC030	HCC031	HCC032	HCC033	HCC034	HCC035	HCC036	HCC037	HCC038	HCC039	HCC040	HCC041	HCC042	HCC043	HCC044	HCC045	HCC046	HCC047	HCC048	HCC049	HCC050	HCC051	HCC052	HCC053	HCC054	HCC055	HCC056	HCC057	HCC058	HCC059	HCC060	HCC061	HCC062	HCC063	HCC064	HCC065	HCC066	HCC067	HCC068	HCC069	HCC070	HCC071	HCC072	HCC073	HCC074	HCC075	HCC076	HCC077	HCC078	HCC079	HCC080	HCC081	HCC082	HCC083	HCC084	HCC085	HCC086	HCC087	HCC088	HCC089	HCC090	HCC091	HCC092	HCC093	HCC094	HCC095	HCC096	HCC097	HCC098	HCC099	HCC100	HCC101	HCC102	HCC103	HCC104	HCC105	HCC106	HCC107	HCC108	HCC109	HCC110	HCC111	HCC112
Fibroblasts	0	1.93659324540887e-18	1.64665127611718e-18	1.06009889514577e-17	1.66957182634745e-18	2.78151130629448e-18	0.0635133139860548	0.0512729993834475	0.000199897803421058	0.0197427258883598	0.0134769602418998	8.57971701610247e-18	1.5040656658741e-17	0.0126456571895368	0.0369205535808402	0	0.0137305537895183	0	7.87569960612841e-19	0	3.02317149699468e-18	1.19168170907711e-17	2.04454519384082e-18	0	0	4.04518682326247e-18	0	0.000401054976337678	1.05213998409423e-17	4.43705921086526e-18	0	0.00381955471728269	6.87663509950011e-18	1.35579255381734e-18	2.4939094194457e-18	0.00714080861741219	0	0.0190239851556306	0	0.0152539795911169	0.0240226050787452	0.0174629707727807	0.026758278310524	0	0.00652748045779811	0.0156700843312906	0.0390523002018514	0	0.00266422080848008	0	0	0.0225858086614144	0.0151758591951117	8.8247689563009e-19	2.938447012602e-19	0.0491510684066782	0	0	8.07750365765046e-18	0	1.68277253683042e-17	9.0939478993888e-18	0.0378978942241018	0.000304624072039608	1.80440635797925e-18	0.0249871110316443	6.86175904043132e-19	1.70716425695232e-17	0	0.00197636348490225	0.0077519991641753	1.28814361706654e-17	6.00167079396108e-19	0	9.57839779496793e-18	0.0152234691920094	9.97982646265378e-18	0.040485972327008	0.029452520449696	0.0236135361836528	0.00248996408834422	7.24949025523906e-18	0.0163491086789746	0.0665179307507332	0.0148702305256387	2.54292216769393e-18	0.0728658935353904	5.78531023723942e-18	8.91662853054696e-19	1.70033294727151e-18	0	3.09471314838605e-18	2.52533190784364e-17	0	4.68802810468548e-18	0	0	0	0.0462845799632589	0.00176651995598984	6.15176880335405e-20	1.62558133364927e-17	3.00755378071419e-18	0.026689397116502	8.0435205956001e-19	0	0	1.7810371625078e-18	0	0	0	0.0212131789866458
GMP	6.76619343803092e-20	0.0429549514260361	0	0	0.0881289828736133	0	0	0	0	0	0	0	0.030489908570138	0	0.0128078809110727	0	0	0.139758911333288	0.00603316616275548	0.0108636438297518	0.0380063186654234	8.81755659542908e-20	0.0974539536539669	0.0466752980427583	0.105632330472937	0	0.040534859523988	0	0.00621684853824275	0.0695729157807504	7.22294211672508e-18	7.02771008356164e-19	0	0.0123409093352794	0.0240249950563789	0.012768017410372	0.0078600991445854	0.0015061934556632	0.0300127054570942	0.00890114367682559	6.48455564305904e-18	0.0627594158167766	0	0	1.30199805370897e-18	1.48153986680442e-17	0	0	1.67562963307717e-19	0	0.0466623750038645	0.0170373526197107	0.0526263590534699	0.0399373719488909	0.0154814785502859	0	0.0370728275968932	0.0361469710039599	0.0565230576824765	0.00416513367379086	0.0364013289133962	0.0874673702860886	0.0219840079943224	0	3.48394827145391e-18	0.0215349288676298	0.00326676918776169	0.0212725395066448	0.105222423614914	0.0112175536885967	0	0.00830505747649801	0.011590296130193	0.0469111955093098	3.68581548668141e-19	0.00992695713648378	0	0.0109391054279138	0.0832104041983086	0.14054953779089	0.0338648476048982	5.21447434634351e-18	0.0330503416333562	0	0.0192659097640852	0	9.79799255105456e-18	0.0879672229102198	0	0.00787095594682267	0.0151692135115802	0.00786520596405088	0.0326096191322397	0.010592290058804	0.0377738652842581	0.00643110613977705	1.92391056212225e-17	0.0379507198790985	3.39713649267237e-18	0.0382336567675349	0	1.55212001027158e-18	0.0120026467117708	0	0	0.0319434737448314	1.26447129315748e-18	0.0059757471419476	1.58935842743059e-18	0.0157827137698329	1.14627055350907e-19	0
Hepatocytes	2.77437881780156e-18	0.00127261301427352	0	1.17229059242492e-19	0.00465742752577709	0	0.0415689620622992	0.00660490817124086	0	0.00129584074338271	0	0	4.12427206901777e-20	0	0.00222517764385436	0.0023854922808995	0.00118254149115206	0.00149647423305052	3.18236184945473e-18	2.68740985344984e-21	0.00166045307345534	0	0.00555581747188073	0.00233789447949406	0.00229716164023555	0.000504714779961058	3.74086009591621e-21	0	0	0.00153100065035677	0	0.00186985080787096	0	0.00193714180309048	1.1734810432497e-19	0.000716977171077226	0.000126729873302751	0.000722458294923235	0.00028390430699932	5.18385098663041e-19	0.00317664340029877	0.00148734645473424	0	0	0.000774682980177732	0.000699169433847808	6.83295734604532e-19	0.000305789387811431	0.00140867713619983	1.27803877368433e-05	3.93826886093448e-22	0.000514357007798001	0.000111950455872406	0.00302433112244832	0	0.000206820176326458	1.69121079830771e-19	0.00291287320275488	1.18998404569775e-18	0.00202748439222342	0	0.00422511124591424	0.00135648293811277	0.00210919231434659	0.000911737782973797	0.00190225325175675	3.79497182340667e-19	0	0.00152480203830278	0.00070676000843767	0.000179737220678837	0	0.00104889588456285	2.27215869958976e-18	5.01056451881251e-19	0	3.41113915173458e-21	5.86206845461399e-19	0.0171752408806068	0.00244209718543957	0	0	0.000520090474069717	1.28170969299194e-19	0	0.00140639126601438	3.25637529193101e-19	0	0.000798255692516583	3.38387837982992e-19	0.0086089424243542	1.58512592863597e-20	0	0.00343306153597506	0	1.57485248183098e-20	0.00909021859985273	6.35143576443432e-20	0.000415950449828262	0.000867227350784102	0	3.91350246742083e-20	0.00400673704006892	0.00449502666318128	0.000950492546463213	0	5.07097415651667e-06	0	0.000987792231077523	1.99916190417278e-19	0.000974353541580124	0.000660180904113424
HSC	0.0611748218968097	0.112095687579818	0.0942167638782646	0.0592931888437627	0.235785758391768	0.0982195608901874	0	0.0998901429707597	0.191023848427548	0.123125622197469	0.108419259253051	0.0965044834320875	0.0817000963280691	0.0158549439529569	0.130635952475287	0.0652670969502782	0.114086514015195	0.110000134354626	0.224176636763023	0.0117079448681567	0.207157113915752	0.290697048862314	0.21741209546678	0.182517288062263	0.106915371030917	0.120946905272245	0.128489699515695	0.120074024446699	0.137361344341901	0.166102436553448	0.296784878742046	0.0214972419600117	0.0383708245767271	0.099877538262617	0.0533563513281537	0.0888272896722263	0.0876520660610758	0.194950020457014	0.138844430348814	0.152036552280442	0.0329584847265554	0.120445496885629	0.128182309117916	0.0589765385104791	0.121716125389317	0.257796165293843	0.102492712031552	0.217764114573291	0.117663354740902	0.096277478359338	0.0233624519199071	0.0888482827954487	0.0537434319284671	0.222152105229	0.137643247245919	0.0779704563136791	0.152092669608704	0.115476462423889	0.108316171095449	0.137050858288142	0.0912659896044405	0.119981852225233	0.0722003694411416	0.157997798184902	0.176574159163097	0.0783081136635143	0.0783163982110945	0.143024053690586	0.14062523512956	0.108745067222148	0.0550487006453983	0.154225391032871	0.23402665504209	0.057828500048201	0.197342388720943	0.0320505890638611	0.204004606258065	0.198229166984775	0.218955338427657	0.116234536249341	0.0437600103689986	0.129720398082011	0.0117498894462067	0.140767469853835	0.17019959919992	0.034281384864093	0.196402310218043	0.123322523680982	0.120274087390646	0.104307479732684	0.266281479789054	0.104059880193144	0.222943418223506	0.137796952101882	0.0788477032748941	0.014137602174486	0.0425089934181267	0.0413197893497495	0.0543138752516011	0.14001690391659	0.104914981907713	0.150892844269962	0.105383510473894	0.128590541663752	0.0559866776887157	0.0777539460463834	0.116679263129272	0.176639586938893	0.00397129697231092	0.0346923910308947	0.0515481746107352	0.0775530394427081
iDC	0	0.00500979311493877	0.00569678028722797	0.0166136171745803	0.00890893603973616	5.60463089735397e-18	0	0	0.0594055068643762	0	2.37374785655459e-18	0.00211729301998266	0.0136470183606661	7.16198205843938e-20	0.0510137951241676	1.24109016838254e-18	0.00558613986673335	0.000391471298329908	0.0108948686719497	0.173537125789163	0.0108546876446577	0.04235922008767	0	0.0963807386257192	0.0347911743000195	0.0221928627673088	0.00455721058995282	0.0146232421890918	0.00548371306656058	0	5.19411394165179e-18	0	0.0275166076027243	0.0249835775262074	0.0223064992265016	0	0.00408138141846362	0.00238358700405103	0.0601293730785907	0	1.79906741605498e-18	0.104393040076382	1.60044781790706e-18	3.73401848027677e-19	0.00891995163968792	0.033779354515947	0.0449475994521033	0.010953683806822	0.017947204805984	0.0159703361362388	0.00239114580276982	0.0242645982506795	0	0.0217973137709757	0.00411579853183425	3.32299553781477e-19	0.0986943252918947	0.0143025706267281	3.99889943887331e-18	0.0167180074942518	0.0239076888261727	0.0358369707880049	9.89374039039312e-18	0.136957485783667	0.0226598875896841	8.51904814346676e-18	0.0494336753118062	1.66708592011023e-17	0.0269327638189784	0.0316710993937379	0.0458800611222077	0.00694886799922885	4.52007566078093e-18	0.01422522105419	0.000862529536665275	0.0324779931573843	0.0461467052575867	0	0	0	3.74834656651097e-18	0.0160061296967926	0.0430713593947423	0	0.0121846788586446	3.83339983128305e-19	3.26633243990713e-17	0.00716964910144764	0.0163035781872667	0.0202669109079753	5.07280727188339e-19	0.0424844756542969	0.023005981554507	0.0259343068442993	0.00457808976535527	0.0267204643137277	0	0.0525568758175715	0.0229324653933946	0.00805555563114086	0	8.64733428558357e-18	0.0453606263028908	0	0.0450709558583678	0	0	0.0293175815917355	0.013616339909761	0	0.0037834599442838	0.0258684755845947
Keratinocytes	0	5.26150498035785e-20	0.0124551657598715	0	0	6.35449700613501e-20	0	0.000682195276777696	0	2.33850168462264e-19	2.66495835044242e-19	2.28395060098791e-20	0	0	0	0	2.11107761552657e-19	0	2.85927488501439e-19	5.33252733239094e-20	0	0	1.19614555205077e-19	0	4.80801481513985e-20	0	0	1.49877036555426e-19	1.69391055477676e-19	4.85515268965449e-19	0	0	1.54767080677848e-18	0	4.04489041768776e-19	0	8.63866261406549e-20	1.7809788686347e-19	0	9.39507977180722e-19	6.66707914858483e-19	7.56460424520867e-05	1.9641257183e-19	3.48991364377365e-19	0	0	0	1.2296839508229e-19	5.30730584537797e-20	0	4.00832238395144e-19	1.14374933830216e-19	0	0	9.48929931278698e-20	0	0	4.05081287714676e-19	0	0	6.18532062286167e-19	0.000204654245413377	0	5.21167631635428e-20	0	0	1.59688515463619e-18	0	0	1.72653105968896e-19	5.18331716703893e-22	0	2.94929108242153e-19	0	0	0	0	0	3.23318006665392e-19	0	0	1.3004200515829e-19	2.03805441715598e-20	3.5723642344067e-19	0	1.37180673023524e-18	4.74791655382416e-19	0.00483622279786542	2.81684602879326e-19	0	0	0	1.3185723084332e-19	0	2.17519269870937e-18	0	2.80915731749553e-19	0	0	8.65792532285522e-19	1.20946935287641e-18	0	0.000580128064017961	1.59655401882764e-19	0	0	0	2.7436733920008e-20	1.77200058285281e-18	0	1.50552226324894e-19	0
ly_Endothelial_cells	0	0.00289033394746525	0.00102499815747743	0.00597457931922269	0.00570440155536302	0.0036043777184905	0.0140056796447574	0.0136979072130252	0.00856555544202814	0.021655673105128	0.00381166637864947	0.00468602530057765	2.46514928977705e-19	1.18156884296046e-18	0	0.00364353253277082	0	0.00187311486960036	0.00318197989915161	0	0.00665652546993607	0.0131078054258664	0.00615014833156062	0.00210353367144164	0.000279437004239566	0.00796367057735154	3.09982389672569e-22	0.00181125899310361	0.0134993093405643	0.00299547732110487	0.0132283450813555	0.000884133753205694	0	0.00797816862522437	0	0	0.00150781044768029	0.000262987464359311	0.00902880050995785	0.000344460348888595	0.00875129835686178	0.00869626916711885	0.00951731966482651	3.24652426650611e-20	0.00900777199382871	0.0219345647387074	0.0224406869307492	0.0263448646274432	0.0039087598939538	0.00164832587941997	0.00588465269120215	0.00228914523728396	3.38552496504307e-19	0.00795201045282655	0.00444395913702641	0.0101797421265406	0.00554634791779044	0.00210197263623556	0.00173770583063119	1.05587899921855e-19	0.00781043916981167	0.00433952646453452	0	0.00742123801492359	0.0067332826482877	0.00113160841328384	0.00113397719808942	0	0.00415550215126057	0	0.0265384220616603	0.000905207713091641	0.0102074425501602	6.90938244734738e-05	0.00327904269429528	0.00681661055313168	0.00882371843266552	4.65785672374887e-05	0	0.00749831593963914	0	0.00743550030242314	0.00432594439885299	0.00127478024884541	0.0049988556851172	0.00765065070756574	0.00124106364181369	0.00333633266792321	0.00240805273350417	0.00252293589981716	0.00780581493742519	0.00731698593022497	0.00967782472397617	0.000706367023714562	0.000857039336332789	3.46790307479475e-19	0.00131685031891149	0.00464814245626341	0.000285462339844698	0.00614259405960786	0.000142840486384802	0.00820769487957419	0.00715828881397046	0.000539939319100737	0.00506770866613764	0.00182872099347256	0.0194733707174834	0.00355742196887378	3.28647954539013e-21	0.00117466412801488	0.000538565407175265	0.00451385597313433
Macrophages	2.89215409375962e-18	0	5.53219316882714e-19	1.78653264103935e-20	0	2.50205630888883e-18	0.0135741255926139	0.0145527546321288	1.84647268586503e-18	1.90191734544357e-19	0	0	0.00248604859717942	0	4.06920238837225e-05	1.44850772051053e-19	0.0029616799695792	0	0.00220034289249853	0	1.51237403004507e-20	0.00238566069232937	0	4.8970916595324e-19	0.0123774730832882	1.87778925718522e-19	0	0	0	5.6719023442984e-20	1.41492647588759e-18	0	0	0	0.000293943038073778	0	0.00223343601952297	0.00171664017889231	0	0	0.0133960212723968	0.00353374897806985	0.000619417414042732	0	0	0	0	0	0.0044299902726502	3.2226685268981e-19	0.00192696580940161	0.000286363263227467	0.000208197598228245	0.00525584879102728	0	0.00470304111175363	0.00784113777629931	2.29471381244689e-19	0.00332729630575892	0.00165772124608126	0.00353442950300809	4.39091468045724e-19	0.006673637674973	0.00521916064303461	0	5.30298489885072e-20	7.23037045002372e-19	0.00186124263143215	0.0133261860411055	0.00600375109812288	0	0.00206522965742459	0	0.00099596239903934	0	0	0	3.71951330036373e-18	0.00528483891997723	0.00885938395415368	1.28619092649713e-18	0	0.00576656887426511	0.0146527189503009	1.94517702388046e-19	1.06878090577822e-19	1.00058070175744e-18	0.00315145019611694	0	4.95228837924053e-21	0.00119465833836573	0	0.0037564628944277	0.00601099226992834	0	6.89062740336094e-19	0	0.00398368721096835	0.00353648605696125	0.000827241326753157	0	0.0043656019757233	0.0157071500008177	0	0.002239442667747	0.00540282647696451	0	1.30920837175369e-18	0.00315113126936632	1.45915428324991e-20	0.00342741850236604	0.000646392161973374
Macrophages_M1	3.34359040531366e-18	6.51660536531485e-19	0.00615298808644888	0.00637636390527069	0.00139377441344077	2.81534129290108e-20	0.0266107508855226	0.031311319424453	0.00509064847537898	0.00738217116297952	0.0103428159225338	0.00121918829257176	0.00578192152332568	6.84120580426165e-19	0.00287911501548085	0.0114792209561056	0.00952443381838649	0	0.00852411126972136	0.00454677612193246	0.00487654935872755	0.00344154431956715	0.00235180071690189	0.00498081595004917	0.00543231855082238	0.00120085635385655	0.000183348021076107	0.00504759490790965	0.00511454000515309	0.00197291904713661	0.0051820372523479	0.01573680199667	1.90385533512672e-20	0.00952857943339766	0.000254956659096678	0	0.0116416546224741	0.00392197519487741	0.00754797255844087	0	0.0209008518149985	0.00958415134566204	0.0114678249798655	0.00302442599803261	8.10046109809511e-19	0.00776605456596794	0.00134173136661185	0.0185487699628594	0.0219235875470806	0.0116373255494341	0.00593946747110911	0.0137225784471698	0.0120473023687349	0.0176290804777934	0.00570153053256845	0.0172305530655487	0.0124506124005158	0	0.0242350923273886	0.00455754244766859	0.00756130107397265	9.84152813782508e-05	0.0163026406492195	0.00374311449386371	0.0018412651140895	0.0071157223564039	0.00342089268520159	0.00540313610511193	0.0129458008144445	0.0072829424477693	0	0.00635368362234589	0.004384275239921	0.000139030008393227	1.38129098077371e-19	0.006999038221554	2.06810117964346e-05	0	0.0109571349725379	0.0116856530444777	3.29226822192878e-18	0.00678559809422437	0.00772321197816953	0.0154227461405995	0.00798811731486718	0.0181579384960309	0.00474987569735454	0.00479650302454852	0.0016318097159397	0.00611675387793246	0.00756202057097091	0.00475033093209903	0.00587455858283313	0.0158799280100892	0.00114902138548609	3.80032272310052e-19	0.00336494427515416	0.0240292250165608	0.0115430959680193	0.00235666175033037	0.00197031326787599	0.00873086867335659	0.0173462861566256	0	0.00938325653463279	0.00446938153637444	0.0104340688632959	3.46382120451037e-20	0.00863559832586756	0.0152071124836347	0.0136333328361684	0.0116552238413292
Macrophages_M2	6.06160980657818e-19	2.80499046763506e-19	0	3.67765314609628e-22	0	0.00465920387268281	0.026076011831033	0.0164704399217317	0.000405029841990643	0.00467826136080731	0	0.000632631525867512	0.00367222949593802	0	0.00133368757273544	0.00396047892260997	0.0152799130672311	0.00304797942128681	0.000562118178714211	0.00285628898792911	0.00786825926485329	0.0031216137276373	0.00456783646899534	0.0142691373848783	0.0022360488851164	0.00466334921941563	0.00185753225548392	0	0	0.000971403291701552	0.000405052378155435	0.00910768808010007	0.00318021277252256	0.0015438188441522	0.00467852483241107	0.00237244883430114	0.00153733256897492	0.00219369516031553	0.00809699150915674	2.47508032119975e-20	8.70117907647323e-19	0.000324611083868501	6.49812471938833e-19	0	1.13525371698362e-18	0.00190748184801082	0	0	0.009210957407042	0	0.0064788967744511	0.00588344567383391	0.00200526052630461	0.00963445510440893	0.00165096682564477	0.00373654333760608	0.00185990976872703	0.00378730270276336	0	0.00442842188866915	0.0045682215318421	0.00796781473228202	0.00639000315878895	0.00112437951540657	0.00330461634483188	0.00265798853944156	0.00280868660069952	0	0.00249836828623748	0.000983359127435791	0	0.00277639041565815	0.00136035687651083	0.00697699218374976	0.00301002351535843	0.00250955068471082	0.00296687475003656	7.50344917982099e-20	0.00201962261522393	0.00233347816900941	0	8.84145497122257e-19	0.00221245633082484	0.00670677788761562	0	7.89306120540084e-19	0	0.00570445538289109	0.000527828997889697	0.00284574549351653	0.00889540986691451	0.0165396391965918	0	0.0058125937517263	0.00428849489791312	0	0.00121062161445638	0.00279545400339183	2.91097252103416e-18	0.0100108629095375	0	0.00368347452618574	0.0103289321697432	0	0.00453949841259453	0.0119492769016234	5.87100127335796e-22	0.000539734112124434	0.00566222116710477	0.0025711650080629	0.00991487208279201	0.00858527372991787
Mast_cells	0	0	9.61049443788448e-19	0	0	3.56643718580685e-05	0	0.00143576409203803	0	2.51938828953383e-19	0	0.000212348973773506	0.000100014911632367	0.00428742191519144	0	2.63427977169721e-19	0	1.64910146283289e-19	4.28383856357234e-19	0.00278460954023542	4.08839982584002e-19	0	0	5.94320286342664e-19	0.000159325820386648	0	0	9.0156682001756e-19	0	1.18415519634161e-18	0	0.00243338978094701	1.55185722373587e-18	2.19215480372793e-18	0	0	0	0	0	2.1133079093353e-19	0.000662255588844264	2.34604891975512e-19	5.76749753320795e-18	0.00183295488554559	9.44133036982553e-20	1.39845565043348e-18	0	4.15120957552594e-19	0	4.55456289543034e-20	0	0	0	0	0	0	6.12057147836428e-18	1.9160728387727e-19	0	0	4.32892919036131e-20	0	1.86806594544502e-18	0	1.14513938474499e-18	0.00213728608647182	0	5.20257926093781e-18	0	0.000361781980471837	0	5.11147179715244e-19	3.40669927905124e-19	3.43856501548898e-20	7.02786838993897e-19	0	0	1.69062384013333e-18	0	0	5.41149887985014e-19	1.16523628981871e-18	0	0	9.89949764730621e-19	0.00169242171148002	4.95320871712342e-18	0	0	6.76722468500163e-20	4.64234881691423e-19	1.62403853131708e-19	0	0	3.66101112510835e-19	0.00256385511075749	0	8.77816613169528e-19	1.16116135373855e-18	0.00595084651716111	0	1.69139064372069e-20	0	0	0	0	0	0	0.00105943165366575	0	8.27288323305109e-05	0
Megakaryocytes	0.0323481718306595	0.0325147029881771	0.0187197236132774	0.00543911308169972	0.0392965850993783	0.0107262373917754	0.0402188135659289	0.0611666039130949	0.0395979814640488	0.0264119462864714	0.0308536019527805	0.01214647944075	0.00681463390200178	0.0374619782461454	0.0302002840946517	0.0126241112480508	0.0189322494256754	0.0420264311644841	0.0414950058861022	0.00214425821282129	0.0102528642925868	0.0510492985577782	0.0359351596221537	0.00682993974172006	0.0536518947310744	0.0126445911049988	0.0346189220459877	0.0419048735660855	0.0364641743874432	0.0210577673603146	0.04346282451986	0.0219565488647439	0.00264042279142064	0.00976072468583392	0.00909300567003849	0.0709765486477085	0.00681844233717902	0.0062646001963364	0.0075101895247123	0.0356821720929405	0.0468066014543846	0.0135976745739814	0.036264680347492	0.00111949094963494	0.0175203285417238	0.011001763186684	0.0346626373149846	0.01760079733788	0.0138902409501145	0.0117207981185221	0.00238918173003215	0.00779947179489924	0.0124097149899541	0.0383813100986724	0.00532810227512181	0.0488736165671405	0.0151314885861068	0.0281541097776232	0.0350064461219598	0.00210347267467802	0.0374736795404776	0.00371985100163345	0.0772536249091731	0.0473803693151454	0.0409918433666019	0.00574082481925053	3.64372619722883e-19	0.037933763594216	0.0591891754708526	0.0139012707072049	0.00828338906358986	0.0105406909667562	0.0382928076110478	0.0228267668273068	0.0168774177383825	0.0121304244683746	0.0330405253415121	0.0608066647683652	0.0467100504195351	0.0487767890976236	0.0365444139589048	0.0398794502021334	0.0133556176040284	0.0866409723692943	0.0629662615599644	0.0174134475526494	0.0733413480442296	0.038870546669806	0.00774719512093908	0.0363842355655378	0.0131261718611691	0.00443872772553874	0.0587493066576234	0.0158971032377438	0.00789428107665606	0.0333170873473046	0.0196828722915844	0.020082251342858	0.0607878393517412	0.0390939609360184	0.0452595610019482	0.0715531038335959	0.0547328554957247	0.0240069873459687	0.000142859902971467	0.0408940232404608	0.00662619094047477	0.052940717495791	0	0.0206261110479883	0.00871385495384229	0.00297663158769744
Melanocytes	0	3.25699185186055e-18	0.000206922401938388	0.00054582080365595	0	4.3160286814068e-20	4.36654778311093e-05	3.96085398390089e-20	0	0.000399827145429106	0	0.000307231014079021	0.00163659393132091	4.81731026753329e-19	0	0.000942357468826718	0.00195172982267985	4.77918875008897e-19	0	0.000222585045475962	0.00233285804355413	0.00238885950316917	0.00132017718823051	0	0.000257292325879573	7.65849280998092e-05	0	0	1.18918185053721e-20	0	3.36971919162096e-20	0.00119336771567178	0.000319632316943642	0.000115903161450389	2.24205638340697e-20	0	0.00140757397215263	0.00135974295096659	0.000496952630890772	5.409898123635e-20	0.000973066769445732	0	0	0.000472303664792159	0.000762157757771588	0.00330910979720781	0.00122498694008247	0.0026110982725606	0.000883755402391304	0.000260647724253407	0.000193876915431146	0.000506475898144995	0.00118810430066127	0.000139570755896029	0.000535813667576664	0	0.000883280145199998	5.28863345384829e-21	0	0.00297280574025903	0	0.000207278665303752	0	0.000726595511534626	0.00081768059159645	0.00208618105646373	0.000121275192992392	2.78403932585085e-20	0.000140755517851762	0.00158196084321832	0.00494988572104209	0	0.00235884576696071	0.000481061146016336	0	0.00127847673544139	4.36059444993487e-19	8.55680433728517e-20	0	8.22840612056675e-05	3.71186817191579e-21	1.7795348732589e-20	0.00154063968442968	0	0	2.71257263960918e-19	3.20020165285204e-19	2.06678216706161e-20	0.000253885932682518	8.08955063852826e-20	0.000719448118244519	0.00224389597483622	0.000109069850878069	8.59777904874071e-06	0.00272110917391254	0	0.000879652808657277	0.00211675239328556	0	0.000644491012746956	4.08636676461089e-20	0	0	0	0.00243372650030769	1.61756717136399e-19	0.000591461418567537	0	0.000476233624551819	0.00135616000741909	0.000943064912706418	0.00171086684245511
Memory_B_cells	5.11173750742009e-18	3.80489456605607e-18	3.38072183949739e-18	0.0224400660991809	1.17678184720971e-17	0.0127330907799356	0.00363965859509869	0	0.010242606383171	0.0122166073414219	0.0168911526708538	0.0420151331828009	0.0149778581673689	0	0	0.0251252984849661	0.0276411532395277	3.06207781916012e-18	0.000618294930504734	0.0450528300882762	0.000924046519427357	1.07833106019731e-18	1.85140617480386e-17	0.00730920956825711	9.32430531178211e-18	0.0360135670948531	0	0	0.0164619927073948	0	0	0.0166538683723834	0.0162363561216175	0.0137517709524734	0.011233647511327	0	0.0176870600988547	3.89478812984624e-18	0	0.00608555961882825	7.93833483087841e-18	0.0100212190088804	0.00138352303632684	0.0199002097721621	0.0013095273992887	0.00827661099642227	0	1.11919246761257e-19	0.0338527328301454	0.0333770920408544	0.0352635611019012	0.0244524768551774	0.00556001369125009	8.46967682615116e-18	0.0258146753653791	2.49892116879781e-19	0.00311133168747122	0.00532489564680284	0	0.0185329253344515	0.0195387126016646	0.0238400796514556	6.01134483177437e-18	0	3.35812136290111e-18	0.00989354474904488	0.0140484719678935	1.49258322108805e-18	3.92487457690797e-18	0.0488159024621254	1.53060720083513e-18	0.047335616228125	0	0.021883525144756	0.0226072184769865	0.0354544784233123	3.31984823763274e-19	0	3.62908707894675e-18	1.2875726604822e-17	0	0.010469680162297	0.0224630360335922	0	0	0.0116791324320908	5.91990355527418e-18	0	0.0226821300428226	0.00491943926761943	0	0.00660783226336553	2.06893728402631e-17	0.00898830610411236	0.000227250114652633	0	1.41588462560552e-18	0.00106125394920529	3.93412731487682e-17	0	2.30722518966735e-19	3.299216410736e-17	0	0	0.00395042105130543	0	0.0225669756379886	0	0.0638162762469954	0.020031484915926	0.0481784062958773	0.0199794700912826
MEP	0.0215378722040884	0.0282275480069358	0.0853825215845143	0.0190079392592253	0.0274552228768898	0.0333934788920353	1.72154914077159e-18	0.0291224037210164	0.024447086631592	0.0233240954311643	0.00813298417360583	0.0297996483577539	0.0156355589657542	0.0272397450527833	0.0363656721699209	0.0223497766197954	0.0148867201755825	0	0.0308359377228422	0.0213182881667728	0.0366466329790672	0.0261825307393771	0.0518821767543882	0.0311162390295632	0.0141343184904626	0.0422868701432525	0.0309156445986126	0.0372600531744551	0.0318972121270411	0.0474982028854501	0.0384648021712458	0.0143826875262206	0.0170220874878233	0.0206253585647919	0.0136102226984082	0.0703307773049769	0.022863944502442	0.0346799889991919	0.0245032485765815	0.0296223425815509	0.0355862146091074	0.0213451213123829	0.0186804421549404	0.0362719136162384	0.0332083329138535	0.0413807419964508	0.0121101342870198	0.0335060049779336	0.0422784953002449	0.0456756064524228	0.0149957191363654	0.032103881961956	0.030168118209486	0.0266197447192405	0.0309498921501851	0.0439504819085452	1.55221946106837e-18	0.0282728392529095	0.0381105083067276	0.0407838345059603	0.0160063264291216	0.0229453013437574	0.0141299790158456	0.00892552711300064	0.0413472459502279	0.0324628929518629	0.0393325381407218	0.0264233847535466	0.0286214460203403	0.0163360843787192	3.34458861486878e-18	0.0374966230608334	0.0258883671852461	0.027132520754519	0.0384736018942675	0.0220848355902086	0.040071118450272	0.0431312295865224	0.0131454850657841	0	0.00720878226954833	0.032876068264663	0.0249591387600583	0.0200544021497354	0.0268380697532476	0.0361589565912951	0.0255224913021699	0.0336512497499304	0.0352523875106778	0.0373666578518472	0.0273813872846721	0.0507621590734005	0.00955570314485792	0.0311622888336798	0.0140921441238268	0.00287234951757134	0.0518703292787798	0.000623698653913251	0.0339982285594845	0.0303985696084878	0.0311640307608271	0.044628394908662	0.00988534027721903	0.0225702933022285	0.00709672435145387	0.0248582760210451	0.0124291992381801	0.0290821798178624	0.0264100846547151	0.0333910875924042	0.0286881475375142	0.0125142016925156
